,country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
33,Argentina,AR,2022-11-27 00:00:00+00:00,TV,4,1899,1899: Season 1,2
34,Argentina,AR,2022-11-27 00:00:00+00:00,TV,5,The Unbroken Voice,The Unbroken Voice: Season 1,1
35,Argentina,AR,2022-11-27 00:00:00+00:00,TV,6,The Crown,The Crown: Season 5,3
36,Argentina,AR,2022-11-27 00:00:00+00:00,TV,7,Riverdale,Riverdale: Season 6,1
37,Argentina,AR,2022-11-27 00:00:00+00:00,TV,8,Manifest,Manifest: Season 4,4
38,Argentina,AR,2022-11-27 00:00:00+00:00,TV,9,Manifest,Manifest: Season 1,12
39,Argentina,AR,2022-11-27 00:00:00+00:00,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,72
40,Argentina,AR,2022-11-20 00:00:00+00:00,Films,1,The Wonder,N/A,1
41,Argentina,AR,2022-11-20 00:00:00+00:00,Films,2,Falling for Christmas,N/A,2
42,Argentina,AR,2022-11-20 00:00:00+00:00,Films,3,Slumberland,N/A,1
43,Argentina,AR,2022-11-20 00:00:00+00:00,Films,4,Lost Bullet 2,N/A,2
44,Argentina,AR,2022-11-20 00:00:00+00:00,Films,5,Enola Holmes 2,N/A,3
45,Argentina,AR,2022-11-20 00:00:00+00:00,Films,6,Medieval,N/A,2
46,Argentina,AR,2022-11-20 00:00:00+00:00,Films,7,Minions & More Volume 2,N/A,2
47,Argentina,AR,2022-11-20 00:00:00+00:00,Films,8,Southpaw,N/A,1
48,Argentina,AR,2022-11-20 00:00:00+00:00,Films,9,The Girl with All the Gifts,N/A,1
49,Argentina,AR,2022-11-20 00:00:00+00:00,Films,10,The Chalk Line,N/A,3
50,Argentina,AR,2022-11-20 00:00:00+00:00,TV,1,Til Money Do Us Part,Til Money Do Us Part: Season 1,5
51,Argentina,AR,2022-11-20 00:00:00+00:00,TV,2,1899,1899: Season 1,1
52,Argentina,AR,2022-11-20 00:00:00+00:00,TV,3,The Crown,The Crown: Season 5,2
53,Argentina,AR,2022-11-20 00:00:00+00:00,TV,4,Elite,Elite: Season 6,1
54,Argentina,AR,2022-11-20 00:00:00+00:00,TV,5,Sean eternos: Campeones de América,Sean eternos: Campeones de América: Season 1,3
55,Argentina,AR,2022-11-20 00:00:00+00:00,TV,6,Manifest,Manifest: Season 4,3
56,Argentina,AR,2022-11-20 00:00:00+00:00,TV,7,Manifest,Manifest: Season 1,11
57,Argentina,AR,2022-11-20 00:00:00+00:00,TV,8,From Scratch,From Scratch: Limited Series,5
58,Argentina,AR,2022-11-20 00:00:00+00:00,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,71
59,Argentina,AR,2022-11-20 00:00:00+00:00,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,18
60,Argentina,AR,2022-11-13 00:00:00+00:00,Films,1,Enola Holmes 2,N/A,2
61,Argentina,AR,2022-11-13 00:00:00+00:00,Films,2,Medieval,N/A,1
62,Argentina,AR,2022-11-13 00:00:00+00:00,Films,3,Falling for Christmas,N/A,1
63,Argentina,AR,2022-11-13 00:00:00+00:00,Films,4,The Chalk Line,N/A,2
64,Argentina,AR,2022-11-13 00:00:00+00:00,Films,5,Lost Bullet 2,N/A,1
65,Argentina,AR,2022-11-13 00:00:00+00:00,Films,6,Minions & More Volume 2,N/A,1
66,Argentina,AR,2022-11-13 00:00:00+00:00,Films,7,All Quiet on the Western Front,N/A,3
67,Argentina,AR,2022-11-13 00:00:00+00:00,Films,8,The Gift,N/A,1
68,Argentina,AR,2022-11-13 00:00:00+00:00,Films,9,The Good Nurse,N/A,3
69,Argentina,AR,2022-11-13 00:00:00+00:00,Films,10,Beyond the Universe,N/A,3
70,Argentina,AR,2022-11-13 00:00:00+00:00,TV,1,Til Money Do Us Part,Til Money Do Us Part: Season 1,4
71,Argentina,AR,2022-11-13 00:00:00+00:00,TV,2,The Crown,The Crown: Season 5,1
72,Argentina,AR,2022-11-13 00:00:00+00:00,TV,3,Sean eternos: Campeones de América,Sean eternos: Campeones de América: Season 1,2
73,Argentina,AR,2022-11-13 00:00:00+00:00,TV,4,Manifest,Manifest: Season 4,2
74,Argentina,AR,2022-11-13 00:00:00+00:00,TV,5,Manifest,Manifest: Season 1,10
75,Argentina,AR,2022-11-13 00:00:00+00:00,TV,6,Inside Man,Inside Man: Season 1,2
76,Argentina,AR,2022-11-13 00:00:00+00:00,TV,7,From Scratch,From Scratch: Limited Series,4
77,Argentina,AR,2022-11-13 00:00:00+00:00,TV,8,If Only,If Only: Season 1,3
78,Argentina,AR,2022-11-13 00:00:00+00:00,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,17
79,Argentina,AR,2022-11-13 00:00:00+00:00,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,70
80,Argentina,AR,2022-11-06 00:00:00+00:00,Films,1,Enola Holmes 2,N/A,1
81,Argentina,AR,2022-11-06 00:00:00+00:00,Films,2,War,N/A,1
82,Argentina,AR,2022-11-06 00:00:00+00:00,Films,3,All Quiet on the Western Front,N/A,2
83,Argentina,AR,2022-11-06 00:00:00+00:00,Films,4,The Good Nurse,N/A,2
84,Argentina,AR,2022-11-06 00:00:00+00:00,Films,5,The Takeover,N/A,1
85,Argentina,AR,2022-11-06 00:00:00+00:00,Films,6,Wild Is the Wind,N/A,2
86,Argentina,AR,2022-11-06 00:00:00+00:00,Films,7,Beyond the Universe,N/A,2
87,Argentina,AR,2022-11-06 00:00:00+00:00,Films,8,The Chalk Line,N/A,1
88,Argentina,AR,2022-11-06 00:00:00+00:00,Films,9,Passion simple,N/A,1
89,Argentina,AR,2022-11-06 00:00:00+00:00,Films,10,The School for Good and Evil,N/A,3
90,Argentina,AR,2022-11-06 00:00:00+00:00,TV,1,Til Money Do Us Part,Til Money Do Us Part: Season 1,3
91,Argentina,AR,2022-11-06 00:00:00+00:00,TV,2,Sean eternos: Campeones de América,Sean eternos: Campeones de América: Season 1,1
92,Argentina,AR,2022-11-06 00:00:00+00:00,TV,3,Inside Man,Inside Man: Season 1,1
93,Argentina,AR,2022-11-06 00:00:00+00:00,TV,4,From Scratch,From Scratch: Limited Series,3
94,Argentina,AR,2022-11-06 00:00:00+00:00,TV,5,Manifest,Manifest: Season 4,1
95,Argentina,AR,2022-11-06 00:00:00+00:00,TV,6,If Only,If Only: Season 1,2
96,Argentina,AR,2022-11-06 00:00:00+00:00,TV,7,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,7
97,Argentina,AR,2022-11-06 00:00:00+00:00,TV,8,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,2
98,Argentina,AR,2022-11-06 00:00:00+00:00,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,16
99,Argentina,AR,2022-11-06 00:00:00+00:00,TV,10,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,69
100,Argentina,AR,2022-10-30 00:00:00+00:00,Films,1,The Good Nurse,N/A,1
101,Argentina,AR,2022-10-30 00:00:00+00:00,Films,2,All Quiet on the Western Front,N/A,1
102,Argentina,AR,2022-10-30 00:00:00+00:00,Films,3,The School for Good and Evil,N/A,2
103,Argentina,AR,2022-10-30 00:00:00+00:00,Films,4,Wild Is the Wind,N/A,1
104,Argentina,AR,2022-10-30 00:00:00+00:00,Films,5,Beyond the Universe,N/A,1
105,Argentina,AR,2022-10-30 00:00:00+00:00,Films,6,Hellhole,N/A,1
106,Argentina,AR,2022-10-30 00:00:00+00:00,Films,7,The Stranger,N/A,2
107,Argentina,AR,2022-10-30 00:00:00+00:00,Films,8,Clemency,N/A,1
108,Argentina,AR,2022-10-30 00:00:00+00:00,Films,9,20th Century Girl,N/A,1
109,Argentina,AR,2022-10-30 00:00:00+00:00,Films,10,The Boss Baby,N/A,4
110,Argentina,AR,2022-10-30 00:00:00+00:00,TV,1,Til Money Do Us Part,Til Money Do Us Part: Season 1,2
111,Argentina,AR,2022-10-30 00:00:00+00:00,TV,2,From Scratch,From Scratch: Limited Series,2
112,Argentina,AR,2022-10-30 00:00:00+00:00,TV,3,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,6
113,Argentina,AR,2022-10-30 00:00:00+00:00,TV,4,The Watcher,The Watcher: Season 1,3
114,Argentina,AR,2022-10-30 00:00:00+00:00,TV,5,Guillermo del Toro's Cabinet of Curiosities,Guillermo del Toro's Cabinet of Curiosities: Season 1,1
115,Argentina,AR,2022-10-30 00:00:00+00:00,TV,6,If Only,If Only: Season 1,1
116,Argentina,AR,2022-10-30 00:00:00+00:00,TV,7,Barbarians,Barbarians: II,2
117,Argentina,AR,2022-10-30 00:00:00+00:00,TV,8,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,15
118,Argentina,AR,2022-10-30 00:00:00+00:00,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,68
119,Argentina,AR,2022-10-30 00:00:00+00:00,TV,10,Holy Family,Holy Family: Season 1,3
120,Argentina,AR,2022-10-23 00:00:00+00:00,Films,1,The School for Good and Evil,N/A,1
121,Argentina,AR,2022-10-23 00:00:00+00:00,Films,2,Black and Blue,N/A,2
122,Argentina,AR,2022-10-23 00:00:00+00:00,Films,3,The Stranger,N/A,1
123,Argentina,AR,2022-10-23 00:00:00+00:00,Films,4,The Curse of Bridge Hollow,N/A,2
124,Argentina,AR,2022-10-23 00:00:00+00:00,Films,5,Someone Borrowed,N/A,2
125,Argentina,AR,2022-10-23 00:00:00+00:00,Films,6,Silent Night,N/A,1
126,Argentina,AR,2022-10-23 00:00:00+00:00,Films,7,Luckiest Girl Alive,N/A,3
127,Argentina,AR,2022-10-23 00:00:00+00:00,Films,8,The Boss Baby,N/A,3
128,Argentina,AR,2022-10-23 00:00:00+00:00,Films,9,Charlie's Angels,N/A,1
129,Argentina,AR,2022-10-23 00:00:00+00:00,Films,10,Blackout,N/A,2
130,Argentina,AR,2022-10-23 00:00:00+00:00,TV,1,The Watcher,The Watcher: Season 1,2
131,Argentina,AR,2022-10-23 00:00:00+00:00,TV,2,Til Money Do Us Part,Til Money Do Us Part: Season 1,1
132,Argentina,AR,2022-10-23 00:00:00+00:00,TV,3,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,5
133,Argentina,AR,2022-10-23 00:00:00+00:00,TV,4,Holy Family,Holy Family: Season 1,2
134,Argentina,AR,2022-10-23 00:00:00+00:00,TV,5,From Scratch,From Scratch: Limited Series,1
135,Argentina,AR,2022-10-23 00:00:00+00:00,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,14
136,Argentina,AR,2022-10-23 00:00:00+00:00,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,67
137,Argentina,AR,2022-10-23 00:00:00+00:00,TV,8,Everything Calls for Salvation,Everything Calls for Salvation: Season 1,1
138,Argentina,AR,2022-10-23 00:00:00+00:00,TV,9,Barbarians,Barbarians: II,1
139,Argentina,AR,2022-10-23 00:00:00+00:00,TV,10,The Empress,The Empress: Season 1,4
140,Argentina,AR,2022-10-16 00:00:00+00:00,Films,1,Luckiest Girl Alive,N/A,2
141,Argentina,AR,2022-10-16 00:00:00+00:00,Films,2,Someone Borrowed,N/A,1
142,Argentina,AR,2022-10-16 00:00:00+00:00,Films,3,Mr. Harrigan's Phone,N/A,2
143,Argentina,AR,2022-10-16 00:00:00+00:00,Films,4,The Curse of Bridge Hollow,N/A,1
144,Argentina,AR,2022-10-16 00:00:00+00:00,Films,5,Togo,N/A,2
145,Argentina,AR,2022-10-16 00:00:00+00:00,Films,6,Blackout,N/A,1
146,Argentina,AR,2022-10-16 00:00:00+00:00,Films,7,Old People,N/A,1
147,Argentina,AR,2022-10-16 00:00:00+00:00,Films,8,The Boss Baby,N/A,2
148,Argentina,AR,2022-10-16 00:00:00+00:00,Films,9,Running with the Devil,N/A,1
149,Argentina,AR,2022-10-16 00:00:00+00:00,Films,10,Black and Blue,N/A,1
150,Argentina,AR,2022-10-16 00:00:00+00:00,TV,1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,4
151,Argentina,AR,2022-10-16 00:00:00+00:00,TV,2,The Watcher,The Watcher: Season 1,1
152,Argentina,AR,2022-10-16 00:00:00+00:00,TV,3,High Water,High Water: Season 1,2
153,Argentina,AR,2022-10-16 00:00:00+00:00,TV,4,The Empress,The Empress: Season 1,3
154,Argentina,AR,2022-10-16 00:00:00+00:00,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,13
155,Argentina,AR,2022-10-16 00:00:00+00:00,TV,6,The Midnight Club,The Midnight Club: Season 1,1
156,Argentina,AR,2022-10-16 00:00:00+00:00,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,66
157,Argentina,AR,2022-10-16 00:00:00+00:00,TV,8,Holy Family,Holy Family: Season 1,1
158,Argentina,AR,2022-10-16 00:00:00+00:00,TV,9,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,2
159,Argentina,AR,2022-10-16 00:00:00+00:00,TV,10,"Pablo Escobar, el patrón del mal","Pablo Escobar, el patrón del mal: Season 1",6
160,Argentina,AR,2022-10-09 00:00:00+00:00,Films,1,Mr. Harrigan's Phone,N/A,1
161,Argentina,AR,2022-10-09 00:00:00+00:00,Films,2,Luckiest Girl Alive,N/A,1
162,Argentina,AR,2022-10-09 00:00:00+00:00,Films,3,Marauders,N/A,2
163,Argentina,AR,2022-10-09 00:00:00+00:00,Films,4,Togo,N/A,1
164,Argentina,AR,2022-10-09 00:00:00+00:00,Films,5,The Boss Baby,N/A,1
165,Argentina,AR,2022-10-09 00:00:00+00:00,Films,6,The Hunt,N/A,2
166,Argentina,AR,2022-10-09 00:00:00+00:00,Films,7,Blonde,N/A,2
167,Argentina,AR,2022-10-09 00:00:00+00:00,Films,8,The Tax Collector,N/A,1
168,Argentina,AR,2022-10-09 00:00:00+00:00,Films,9,Harriet,N/A,1
169,Argentina,AR,2022-10-09 00:00:00+00:00,Films,10,Trial by Fire,N/A,1
170,Argentina,AR,2022-10-09 00:00:00+00:00,TV,1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,3
171,Argentina,AR,2022-10-09 00:00:00+00:00,TV,2,High Water,High Water: Season 1,1
172,Argentina,AR,2022-10-09 00:00:00+00:00,TV,3,The Empress,The Empress: Season 1,2
173,Argentina,AR,2022-10-09 00:00:00+00:00,TV,4,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,12
174,Argentina,AR,2022-10-09 00:00:00+00:00,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,65
175,Argentina,AR,2022-10-09 00:00:00+00:00,TV,6,Diary of a Gigolo,Diary of a Gigolo: Season 1,5
176,Argentina,AR,2022-10-09 00:00:00+00:00,TV,7,Cobra Kai,Cobra Kai: Season 5,5
177,Argentina,AR,2022-10-09 00:00:00+00:00,TV,8,Conversations with a Killer: The Jeffrey Dahmer Tapes,Conversations with a Killer: The Jeffrey Dahmer Tapes: Limited Series,1
178,Argentina,AR,2022-10-09 00:00:00+00:00,TV,9,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",4
179,Argentina,AR,2022-10-09 00:00:00+00:00,TV,10,Café con aroma de mujer,Café con aroma de mujer: Season 1,31
180,Argentina,AR,2022-10-02 00:00:00+00:00,Films,1,Lou,N/A,2
181,Argentina,AR,2022-10-02 00:00:00+00:00,Films,2,Blonde,N/A,1
182,Argentina,AR,2022-10-02 00:00:00+00:00,Films,3,Marauders,N/A,1
183,Argentina,AR,2022-10-02 00:00:00+00:00,Films,4,ATHENA,N/A,1
184,Argentina,AR,2022-10-02 00:00:00+00:00,Films,5,A Jazzman's Blues,N/A,1
185,Argentina,AR,2022-10-02 00:00:00+00:00,Films,6,Grace and Grit,N/A,1
186,Argentina,AR,2022-10-02 00:00:00+00:00,Films,7,Minions & More Volume 1,N/A,1
187,Argentina,AR,2022-10-02 00:00:00+00:00,Films,8,Do Revenge,N/A,3
188,Argentina,AR,2022-10-02 00:00:00+00:00,Films,9,The Hunt,N/A,1
189,Argentina,AR,2022-10-02 00:00:00+00:00,Films,10,Inseparables,N/A,3
190,Argentina,AR,2022-10-02 00:00:00+00:00,TV,1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,2
191,Argentina,AR,2022-10-02 00:00:00+00:00,TV,2,The Empress,The Empress: Season 1,1
192,Argentina,AR,2022-10-02 00:00:00+00:00,TV,3,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,11
193,Argentina,AR,2022-10-02 00:00:00+00:00,TV,4,Thai Cave Rescue,Thai Cave Rescue: Limited Series,1
194,Argentina,AR,2022-10-02 00:00:00+00:00,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,64
195,Argentina,AR,2022-10-02 00:00:00+00:00,TV,6,Diary of a Gigolo,Diary of a Gigolo: Season 1,4
196,Argentina,AR,2022-10-02 00:00:00+00:00,TV,7,Cobra Kai,Cobra Kai: Season 5,4
197,Argentina,AR,2022-10-02 00:00:00+00:00,TV,8,The Girls at the Back,The Girls at the Back: Season 1,1
198,Argentina,AR,2022-10-02 00:00:00+00:00,TV,9,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",3
199,Argentina,AR,2022-10-02 00:00:00+00:00,TV,10,Dynasty,Dynasty: Season 5,1
200,Argentina,AR,2022-09-25 00:00:00+00:00,Films,1,Lou,N/A,1
201,Argentina,AR,2022-09-25 00:00:00+00:00,Films,2,Do Revenge,N/A,2
202,Argentina,AR,2022-09-25 00:00:00+00:00,Films,3,Inseparables,N/A,2
203,Argentina,AR,2022-09-25 00:00:00+00:00,Films,4,I Used to Be Famous,N/A,1
204,Argentina,AR,2022-09-25 00:00:00+00:00,Films,5,The Perfumier,N/A,1
205,Argentina,AR,2022-09-25 00:00:00+00:00,Films,6,The Invisible Man,N/A,2
206,Argentina,AR,2022-09-25 00:00:00+00:00,Films,7,Dolittle,N/A,2
207,Argentina,AR,2022-09-25 00:00:00+00:00,Films,8,No Limit,N/A,3
208,Argentina,AR,2022-09-25 00:00:00+00:00,Films,9,The Catholic School,N/A,2
209,Argentina,AR,2022-09-25 00:00:00+00:00,Films,10,Matilda,N/A,2
210,Argentina,AR,2022-09-25 00:00:00+00:00,TV,1,DAHMER,DAHMER: Monster: The Jeffrey Dahmer Story,1
211,Argentina,AR,2022-09-25 00:00:00+00:00,TV,2,Diary of a Gigolo,Diary of a Gigolo: Season 1,3
212,Argentina,AR,2022-09-25 00:00:00+00:00,TV,3,Cobra Kai,Cobra Kai: Season 5,3
213,Argentina,AR,2022-09-25 00:00:00+00:00,TV,4,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,10
214,Argentina,AR,2022-09-25 00:00:00+00:00,TV,5,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",2
215,Argentina,AR,2022-09-25 00:00:00+00:00,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,63
216,Argentina,AR,2022-09-25 00:00:00+00:00,TV,7,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,2
217,Argentina,AR,2022-09-25 00:00:00+00:00,TV,8,The Lørenskog Disappearance,The Lørenskog Disappearance: Limited Series,2
218,Argentina,AR,2022-09-25 00:00:00+00:00,TV,9,Another Self,Another Self: Season 1,9
219,Argentina,AR,2022-09-25 00:00:00+00:00,TV,10,The Crown,The Crown: Season 1,2
220,Argentina,AR,2022-09-18 00:00:00+00:00,Films,1,No Limit,N/A,2
221,Argentina,AR,2022-09-18 00:00:00+00:00,Films,2,Inseparables,N/A,1
222,Argentina,AR,2022-09-18 00:00:00+00:00,Films,3,End of the Road,N/A,2
223,Argentina,AR,2022-09-18 00:00:00+00:00,Films,4,Do Revenge,N/A,1
224,Argentina,AR,2022-09-18 00:00:00+00:00,Films,5,The Invisible Man,N/A,1
225,Argentina,AR,2022-09-18 00:00:00+00:00,Films,6,The Catholic School,N/A,1
226,Argentina,AR,2022-09-18 00:00:00+00:00,Films,7,Triple 9,N/A,2
227,Argentina,AR,2022-09-18 00:00:00+00:00,Films,8,Dolittle,N/A,1
228,Argentina,AR,2022-09-18 00:00:00+00:00,Films,9,Matilda,N/A,1
229,Argentina,AR,2022-09-18 00:00:00+00:00,Films,10,White Chicks,N/A,2
230,Argentina,AR,2022-09-18 00:00:00+00:00,TV,1,Cobra Kai,Cobra Kai: Season 5,2
231,Argentina,AR,2022-09-18 00:00:00+00:00,TV,2,Diary of a Gigolo,Diary of a Gigolo: Season 1,2
232,Argentina,AR,2022-09-18 00:00:00+00:00,TV,3,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,9
233,Argentina,AR,2022-09-18 00:00:00+00:00,TV,4,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,62
234,Argentina,AR,2022-09-18 00:00:00+00:00,TV,5,The Crown,The Crown: Season 1,1
235,Argentina,AR,2022-09-18 00:00:00+00:00,TV,6,Narco-Saints,Narco-Saints: Season 1,1
236,Argentina,AR,2022-09-18 00:00:00+00:00,TV,7,The Lørenskog Disappearance,The Lørenskog Disappearance: Limited Series,1
237,Argentina,AR,2022-09-18 00:00:00+00:00,TV,8,"El Rey, Vicente Fernández","El Rey, Vicente Fernández: Season 1",1
238,Argentina,AR,2022-09-18 00:00:00+00:00,TV,9,Fate: The Winx Saga,Fate: The Winx Saga: Season 2,1
239,Argentina,AR,2022-09-18 00:00:00+00:00,TV,10,Another Self,Another Self: Season 1,8
240,Argentina,AR,2022-09-11 00:00:00+00:00,Films,1,I Came By,N/A,2
241,Argentina,AR,2022-09-11 00:00:00+00:00,Films,2,End of the Road,N/A,1
242,Argentina,AR,2022-09-11 00:00:00+00:00,Films,3,Hanna,N/A,1
243,Argentina,AR,2022-09-11 00:00:00+00:00,Films,4,Triple 9,N/A,1
244,Argentina,AR,2022-09-11 00:00:00+00:00,Films,5,No Limit,N/A,1
245,Argentina,AR,2022-09-11 00:00:00+00:00,Films,6,Love in the Villa,N/A,2
246,Argentina,AR,2022-09-11 00:00:00+00:00,Films,7,White Chicks,N/A,1
247,Argentina,AR,2022-09-11 00:00:00+00:00,Films,8,Labor Day,N/A,1
248,Argentina,AR,2022-09-11 00:00:00+00:00,Films,9,Loving Adults,N/A,3
249,Argentina,AR,2022-09-11 00:00:00+00:00,Films,10,Under Her Control,N/A,2
250,Argentina,AR,2022-09-11 00:00:00+00:00,TV,1,Cobra Kai,Cobra Kai: Season 5,1
251,Argentina,AR,2022-09-11 00:00:00+00:00,TV,2,Pasión de Gavilanes,Pasión de Gavilanes: Season 2,8
252,Argentina,AR,2022-09-11 00:00:00+00:00,TV,3,Diary of a Gigolo,Diary of a Gigolo: Season 1,1
253,Argentina,AR,2022-09-11 00:00:00+00:00,TV,4,Devil in Ohio,Devil in Ohio: Limited Series,2
254,Argentina,AR,2022-09-11 00:00:00+00:00,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,61
255,Argentina,AR,2022-09-11 00:00:00+00:00,TV,6,High Heat,High Heat: Season 1,4
256,Argentina,AR,2022-09-11 00:00:00+00:00,TV,7,Another Self,Another Self: Season 1,7
257,Argentina,AR,2022-09-11 00:00:00+00:00,TV,8,Young Lady and Gentleman,N/A,2
258,Argentina,AR,2022-09-11 00:00:00+00:00,TV,9,Extraordinary Attorney Woo,Extraordinary Attorney Woo: Season 1,5
259,Argentina,AR,2022-09-11 00:00:00+00:00,TV,10,Manifest,Manifest: Season 1,9
260,Argentina,AR,2022-09-04 00:00:00+00:00,Films,1,Loving Adults,N/A,2
261,Argentina,AR,2022-09-04 00:00:00+00:00,Films,2,I Came By,N/A,1
262,Argentina,AR,2022-09-04 00:00:00+00:00,Films,3,Me Time,N/A,2
263,Argentina,AR,2022-09-04 00:00:00+00:00,Films,4,Love in the Villa,N/A,1
264,Argentina,AR,2022-09-04 00:00:00+00:00,Films,5,Under Her Control,N/A,1
265,Argentina,AR,2022-09-04 00:00:00+00:00,Films,6,That's Amor,N/A,2
266,Argentina,AR,2022-09-04 00:00:00+00:00,Films,7,Trash,N/A,1
267,Argentina,AR,2022-09-04 00:00:00+00:00,Films,8,Dark Waters,N/A,1
268,Argentina,AR,2022-09-04 00:00:00+00:00,Films,9,Rise of the Legend,N/A,1
269,Argentina,AR,2022-09-04 00:00:00+00:00,Films,10,Look Both Ways,N/A,3
